Autotrace Enabled
Shows the execution plan as well as statistics of the statement.
Unable to gather statistics please unsure user has correct access.
The statistic feature requires that the user is granted select on v_$sesstat, v_$statname and v_$session.
DT_PRIKAZU   ID_ORDER NAZEV                                              POCET_KUSU
03.01.18            2 CZK                                                      -196 
03.01.18            2 CZK                                                      -140 
03.01.18            2 DANIELI  CO                                              -156 
03.01.18            2 DANIELI  CO-RSP                                          -154 
03.01.18            2 DB X-TRACKERS EQUITY LOW BETA FACTOR UCITS ETF           -110 
03.01.18            2 EATON CORP PLC                                           -144 
03.01.18            2 ELBIT SYSTEMS LTD                                        -132 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     10 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     10 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     11 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     12 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     13 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     13 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     10 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     14 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     12 
03.01.18            2 Emerging Europe Debt Fund A-shares CZK                     11 
03.01.18            2 ENDO INTERNATIONAL PLC                                   -156 
03.01.18            2 ENEL GREEN POWER SPA                                     -143 
03.01.18            2 ENEL IM                                                  -120 
03.01.18            2 ENEL SPA - RTS                                           -156 
03.01.18            2 ENEL SPA AZIONI 06/09                                    -154 
03.01.18            2 ENI SPA                                                  -143 
03.01.18            2 FIAT INDUSTRIAL SPA - PFD                                -143 
03.01.18            2 FIAT SPA                                                 -120 
03.01.18            2 FIAT SPA - PFD                                           -156 
03.01.18            2 FINECOBANK SPA                                           -132 
03.01.18            2 FINISTERRE DM DEBT FUND EURO I CLASS                     -154 
03.01.18            2 GEMINA SPA                                               -140 
03.01.18            2 GENERALI ASSICURAZIONI SPA                               -182 
03.01.18            2 GENERALI CORPORATE BONDS A CZK                           -144 
03.01.18            2 GENERALI DYNAMIC BALANCED A CZK                          -168 
03.01.18            2 GENERALI DYNAMIC BALANCED A EUR                          -169 
03.01.18            2 GENERALI DYNAMIC BALANCED A HUF                          -110 
03.01.18            2 GENERALI DYNAMIC BALANCED A PLN                          -130 
03.01.18            2 GENERALI DYNAMIC BALANCED A RON                          -168 
03.01.18            2 GENERALI DYNAMIC BALANCED B CZK                          -156 
03.01.18            2 GENERALI DYNAMIC BALANCED B EUR                          -156 
03.01.18            2 GENERALI DYNAMIC BALANCED B HUF                          -154 
03.01.18            2 GENERALI DYNAMIC BALANCED B PLN                          -130 
03.01.18            2 GENERALI DYNAMIC BALANCED B RON                          -156 
03.01.18            2 GENERALI EMER. EUROPE BOND A CZK                         -182 
03.01.18            2 GENERALI EMER. EUROPE BOND A EUR                         -121 
03.01.18            2 GENERALI EMER. EUROPE BOND A HUF                         -156 
03.01.18            2 GENERALI EMERGING EUROPE Y EUR DIV                       -144 
03.01.18            2 GENERALI GLOBAL EQUITY A CZK                             -121 
03.01.18            2 GENERALI PREMIUM BALANCED A CZK                          -130 
03.01.18            2 GENERALI PREMIUM BALANCED A EUR                          -132 
03.01.18            2 GENERALI PREMIUM BALANCED A HUF                          -100 
03.01.18            2 GENERALI PREMIUM BALANCED A PLN                          -154 
03.01.18            2 GENERALI PREMIUM BALANCED A RON                          -168 
03.01.18            2 GENERALI PREMIUM BALANCED B CZK                          -132 
03.01.18            2 GENERALI PREMIUM BALANCED B EUR                          -168 
03.01.18            2 GENERALI PREMIUM BALANCED B HUF                          -100 
03.01.18            2 GENERALI PREMIUM BALANCED B PLN                          -196 
03.01.18            2 GENERALI PREMIUM BALANCED B RON                          -143 
03.01.18            2 GENERALI PREMIUM CONSERVATIVE A CZK                      -140 
03.01.18            2 GENERALI Premium Dynamic A CZK                           -140 
03.01.18            2 GENERALI Premium Dynamic A EUR                           -169 
03.01.18            2 GENERALI Premium Dynamic A PLN                           -168 
03.01.18            2 HERA SPA                                                 -156 
03.01.18            2 HSBC MSCI AC FAR EAST EX JAPAN                           -154 
03.01.18            2 INTESA SANPAOLO                                          -130 
03.01.18            2 INTESA SANPAOLO - RTS11                                  -154 
03.01.18            2 INTESA SANPAOLO-RSP                                      -156 
03.01.18            2 INVESCO BLOOMBERG COMMODITY ETF                          -182 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                12 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                13 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                14 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                11 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                11 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                13 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                11 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                10 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                13 
03.01.18            2 INVESCO NASDAQ-100 DIST ETF                                12 
03.01.18            2 IREN SPA                                                 -154 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      10 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      11 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      14 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      10 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      11 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      14 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      12 
03.01.18            2 ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18            2 ISHARES ASIA/PAC Dividend UCITS ETF USD                  -132 
03.01.18            2 ISHARES CORE MSCI EM IMI UCITS - EUR                     -130 
03.01.18            2 ISHARES CORE MSCI EM IMI UCITS - USD                     -132 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              10 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              12 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              10 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              11 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              11 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18            2 ISHARES DJ ASIA/PAC SD 30 ETF GBP                        -143 
03.01.18            2 ISHARES EMERGING MKT DIV UCITS USD                       -154 
03.01.18            2 ISHARES EUR CORP BBB-BB                                  -110 
03.01.18            2 iShares EURO STOXX 50                                      13 
03.01.18            2 iShares EURO STOXX 50                                      12 
03.01.18            2 iShares EURO STOXX 50                                      14 
03.01.18            2 iShares EURO STOXX 50                                      10 
03.01.18            2 iShares EURO STOXX 50                                      12 
03.01.18            2 iShares EURO STOXX 50                                      10 
03.01.18            2 iShares EURO STOXX 50                                      12 
03.01.18            2 iShares EURO STOXX 50                                      13 
03.01.18            2 iShares EURO STOXX 50                                      14 
03.01.18            2 iShares EURO STOXX 50                                      12 
03.01.18            2 ISHARES EURO STOXX 50 EUE_IM                             -132 
03.01.18            2 iShares European Property Yield UCITS ETF                  10 
03.01.18            2 iShares European Property Yield UCITS ETF                  14 
03.01.18            2 iShares European Property Yield UCITS ETF                  12 
03.01.18            2 iShares European Property Yield UCITS ETF                  14 
03.01.18            2 iShares European Property Yield UCITS ETF                  12 
03.01.18            2 iShares European Property Yield UCITS ETF                  10 
03.01.18            2 iShares European Property Yield UCITS ETF                  12 
03.01.18            2 iShares European Property Yield UCITS ETF                  10 
03.01.18            2 iShares European Property Yield UCITS ETF                  14 
03.01.18            2 iShares European Property Yield UCITS ETF                  13 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          13 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          10 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          11 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          13 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          10 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          11 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          13 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          12 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          11 
03.01.18            2 ISHARES EURSTOXX SELECT DIV30 GBP                          12 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              14 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              10 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              13 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              14 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              10 
03.01.18            2 ISHARES FTSE UK DIVIDEND PLUS                              10 
03.01.18            2 ISHARES II PLC                                             13 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES II PLC                                             12 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES II PLC                                             12 
03.01.18            2 ISHARES II PLC                                             13 
03.01.18            2 ISHARES II PLC                                             11 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      10 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      10 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      13 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      11 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      10 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      13 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      10 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      12 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      14 
03.01.18            2 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                      14 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   13 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   14 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   13 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   14 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   10 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   14 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   10 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   10 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   13 
03.01.18            2 ISHARES MSCI EMERG. MKTS                                   12 
03.01.18            2 iShares MSCI World Minimum Volatility UCITS ETF          -168 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              11 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              11 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              13 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              12 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              14 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              11 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              14 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              10 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              14 
03.01.18            2 ISHARES SP 500 UCITS ETF DIST                              13 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   13 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   11 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   10 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   12 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   10 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   14 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   11 
03.01.18            2 IVY Rosewood Diversified Feeder Fund EUR                   14 
03.01.18            2 JOHNSON CONTROLS INTL PLC                                -132 
03.01.18            2 KING DIGITAL ENTERTAINMENT PLC                           -182 
03.01.18            2 LEONARDO SPA                                             -100 
03.01.18            2 LINDE PLC                                                -196 
03.01.18            2 MEDIASET SPA                                             -120 
03.01.18            2 MEDTRONIC PLC.                                           -110 
03.01.18            2 MV GOLD MINERS UCITS ETF                                 -130 
03.01.18            2 nVent Electric PLC                                       -156 
03.01.18            2 PADDY POWER BETFAIR PLC                                  -182 
03.01.18            2 PENTAIR PLC                                              -154 
03.01.18            2 PERRIGO CO PLC                                           -110 
03.01.18            2 PIAGGIO  C. S.P.A.                                       -130 
03.01.18            2 PIRELLI  C REAL ESTATE SPA                               -169 
03.01.18            2 PIRELLI  C REAL ESTATE SPA RTS                           -143 
03.01.18            2 PIRELLI  C SPA                                           -156 
03.01.18            2 POSTE ITALIANE SPA                                       -110 
03.01.18            2 PRYSMIAN SPA                                             -140 
03.01.18            2 READYMIX PLC                                               13 
03.01.18            2 READYMIX PLC                                               11 
03.01.18            2 READYMIX PLC                                               10 
03.01.18            2 READYMIX PLC                                               12 
03.01.18            2 READYMIX PLC                                               14 
03.01.18            2 READYMIX PLC                                               11 
03.01.18            2 READYMIX PLC                                               12 
03.01.18            2 READYMIX PLC                                               12 
03.01.18            2 READYMIX PLC                                               14 
03.01.18            2 READYMIX PLC                                               14 
03.01.18            2 RECORDATI SPA                                            -168 
03.01.18            2 RISANAMENTO SPA                                          -120 
03.01.18            2 RYANAIR HOLDINGS PLC                                     -110 
03.01.18            2 SAIPEM SPA                                               -130 
03.01.18            2 SALINI IMPREGILO SPA                                     -168 
03.01.18            2 SALVATORE FERRAGAMO SPA                                  -130 
03.01.18            2 Sirius Emerging Equity Fund EUR                            12 
03.01.18            2 Sirius Emerging Equity Fund EUR                            10 
03.01.18            2 Sirius Emerging Equity Fund EUR                            10 
03.01.18            2 Sirius Emerging Equity Fund EUR                            13 
03.01.18            2 Sirius Emerging Equity Fund EUR                            14 
03.01.18            2 Sirius Emerging Equity Fund EUR                            13 
03.01.18            2 Sirius Emerging Equity Fund EUR                            12 
03.01.18            2 Sirius Emerging Equity Fund EUR                            10 
03.01.18            2 Sirius Emerging Equity Fund EUR                            11 
03.01.18            2 Sirius Emerging Equity Fund EUR                            10 
03.01.18            2 SNAM SPA                                                 -156 
03.01.18            2 SODASTREAM INTERNATIONAL LTD                             -154 
03.01.18            2 SOURCE NASDAQ BIOTECH UCITS ETF                          -120 
03.01.18            2 SPDR EURO STOXX LOW Volatility UCITS ETF                 -130 
03.01.18            2 SPDR Russell 2000 US Small Cap UCIS ETF                  -121 
03.01.18            2 TELECOM ITALIA                                           -144 
03.01.18            2 TELECOM ITALIA-RSP                                       -168 
03.01.18            2 TERNA SPA                                                -154 
03.01.18            2 Thames River High Income Fund                              12 
03.01.18            2 Thames River High Income Fund                              12 
03.01.18            2 Thames River High Income Fund                              14 
03.01.18            2 Thames River High Income Fund                              10 
03.01.18            2 Thames River High Income Fund                              14 
03.01.18            2 Thames River High Income Fund                              14 
03.01.18            2 Thames River High Income Fund                              11 
03.01.18            2 Thames River High Income Fund                              12 
03.01.18            2 Thames River High Income Fund                              10 
03.01.18            2 Thames River High Income Fund                              11 
03.01.18            2 UBS ETF FACTOR LOW VOLATLY                               -154 
03.01.18            2 UNICREDIT SPA                                            -144 
03.01.18            2 UNICREDIT SPA - OLD                                      -182 
03.01.18            2 VANECK VECTORS JUNIOR GOLD MINERS UCITS ETF              -110 
03.01.18            2 VANGUARD FTSE JAPAN UCITS                                -110 
03.01.18            2 VITTORIA ASSICURAZIONI SPA                               -120 
03.01.18            2 VIZRT LTD.                                               -182 
03.01.18            2 WILLIS TOWERS WATSON PLC                                 -156 
03.01.18            2 YOOX NET-A-PORTER Group SPA                              -140 
05.01.18            3 ABN AMRO-EUR-E-A - NEPOUZIVAT !!!                        -132 
05.01.18            3 ALBERTSONS COS 0 01/15/24                                -132 
05.01.18            3 ASTELLAS PHARMA INC                                      -132 
05.01.18            3 ATRIUM EUROPEAN REAL ESTATE                              -100 
05.01.18            3 BANCA FARMAFACTORING SPA                                 -169 
05.01.18            3 BANCA MONTE DEI PASCHI SIENA                             -130 
05.01.18            3 BANCO BPM SPA                                            -130 
05.01.18            3 BANK CENTERCREDIT                                        -130 
05.01.18            3 BANK TURANALEM JSC                                       -143 
05.01.18            3 CANON INC                                                -132 
05.01.18            3 CDC CORP CL A                                            -120 
05.01.18            3 CELLTRION INC                                            -156 
05.01.18            3 CENTAMIN PLC                                             -182 
05.01.18            3 CHINA HIGH SPEED TRANSM. EQUIP.                          -169 
05.01.18            3 COASTAL ENERGY CO                                        -130 
05.01.18            3 CS-EF (L)USA-B                                           -110 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -196 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -121 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -121 
05.01.18            3 CZK                                                      -120 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -120 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -196 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -120 
05.01.18            3 CZK                                                      -144 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -120 
05.01.18            3 CZK                                                      -196 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -120 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -144 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -132 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -144 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -196 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -154 
05.01.18            3 CZK                                                      -140 
05.01.18            3 CZK                                                      -143 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -100 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -121 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -156 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -130 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -169 
05.01.18            3 CZK                                                      -168 
05.01.18            3 CZK                                                      -182 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -110 
05.01.18            3 CZK                                                      -144 
05.01.18            3 CZK                                                      -168 
05.01.18            3 DEKINVEST Alfa L+220 27/06/2023                          -120 
05.01.18            3 DELPHI TECHNOLOGIES PLC                                  -156 
05.01.18            3 DKT FINANCE APS DKTFIN 7 06/17/23                        -120 
05.01.18            3 DKT FINANCE APS DKTFIN 9 3/8 06/17/23                    -130 
05.01.18            3 ENEL GREEN POWER SPA rights 02/2016                      -143 
05.01.18            3 ENERGIZER GAMMA ACQUISITION INC ENR 6 3/8 07/15/26       -130 
05.01.18            3 ETFS DAILY LEVERAGED COFFEE                              -130 
05.01.18            3 ETFS LONGER DATD AGRICULTURE                             -144 
05.01.18            3 ETFS LONGER DT NATURAL GAS                               -182 
05.01.18            3 ETFS PHYSICAL GOLD                                       -140 
05.01.18            3 ETFS PHYSICAL PALLADIUM                                  -100 
05.01.18            3 ETFS PHYSICAL PLATINUM                                   -156 
05.01.18            3 ETFS PHYSICAL PM BASKET                                  -120 
05.01.18            3 ETFS PHYSICAL SILVER                                     -130 
05.01.18            3 ETFS SHORT COTTON ETC                                    -168 
05.01.18            3 ETFS SHORT SILVER                                        -140 
05.01.18            3 ETFS 2X DAILY LONG COCOA                                 -168 
05.01.18            3 EXCEL MARITIME CARRIERS LTD                              -130 
05.01.18            3 FABRINET                                                 -156 
05.01.18            3 FANTASIA HOLDINGS GROUP CO. LTD                          -168 
05.01.18            3 FERGUSON PLC                                             -120 
05.01.18            3 FIAT INDUSTRIAL SPA RIGHTS 2012                          -110 
05.01.18            3 FIAT SPA RIGHTS 2012                                     -156 
05.01.18            3 FIDELITY FUND-GREAT CHINA FUND                           -168 
05.01.18            3 FIDELITY FUND-LATIN AMERICA FUND                         -182 
05.01.18            3 FIDELITY FUNDS-ASIAN SPEC.SIT.F.                         -110 
05.01.18            3 FIDELITY FUNDS-EMERGING MARKETS                          -132 
05.01.18            3 FIDELITY FUND-SOUTH EAST ASIA FUND                       -182 
05.01.18            3 FIDELITY FUND-THAILAND FUND-A                            -140 
05.01.18            3 GCL-POLY ENERGY HOLDINGS LTD                             -168 
05.01.18            3 GENEL ENERGY PLC                                         -132 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             13 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             13 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             11 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             13 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             13 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             14 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             11 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             13 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             14 
05.01.18            3 GENERALI CORPORATE BONDS A EUR                             11 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             11 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             11 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             10 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             13 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             10 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             10 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             11 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             13 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             10 
05.01.18            3 GENERALI EMERGING EUROPE A CZK                             14 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             10 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             11 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             14 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             11 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             14 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             11 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             10 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             13 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             13 
05.01.18            3 GENERALI EMERGING EUROPE A PLN                             13 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               14 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               12 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               14 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               12 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18            3 GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               12 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               12 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               13 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               12 
05.01.18            3 GENERALI GLOBAL EQUITY A PLN                               12 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               12 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               13 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               10 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               12 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               12 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               10 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               10 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               11 
05.01.18            3 GENERALI NEW ECONOMIES A EUR                               10 
